크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
3일 전,본오동,교촌치킨-사동2호점,ba**님,3일 전,교촌허니콤보/1(사이드 메뉴(선택안함)),맛있게 잘먹었습니다~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ac81463efcda09a75cbcf7278920a8f6_tn.jpg
3일 전,본오동,교촌치킨-사동2호점,ki**님,3일 전,발사믹치킨/1,처음엔 이게 무슨 맛이지? 했는데 먹다보니 괜찮았어요. 바삭한 느낌은 없지만 허니치킨에 약간의 세콤한 맛이 감이된 맛이였구요. 재구매 의사 있어요.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/3074b4a43ae7aa8576eb4b013d019fd3_tn.jpg
3일 전,본오동,교촌치킨-사동2호점,jm**님,3일 전,반반오리지날＋퐁듀치즈볼[6개]/1(사이드 메뉴(선택안함)),너무 맛있게 잘 먹었어요!리뷰 서비스 감자튀김 꽉 채워서 주시구 감사합니다~!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/24fb1fe88b431a72e9f8e37c2d24fcd9_tn.jpg
4일 전,본오동,교촌치킨-사동2호점,ch**님,4일 전,교촌콤보/1(사이드 메뉴(선택안함)),매장이 집앞인데 1시간씩 걸리는게 늦네요,3,3,2,----사장님 답글이 없어요 ----,이미지는 없어요
4일 전,본오동,교촌치킨-사동2호점,ry**님,4일 전,교촌허니오리지날/1,진짜 빨리왔어요! 90분이라고 떠서 기달렸는데 1시간도 좀 안되서 온 것같아요 그런데 약간 기름 쩔은 내가 났어요ㅠ 그것빼곤 다 좋았습니다,3,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a6184332b95b4b3f4f912020ccc44869_tn.jpg
4일 전,본오동,교촌치킨-사동2호점,52**님,4일 전,시그니처세트/1,맛있어요ㅋㅋㅋㅋㅋㅋ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
4일 전,본오동,교촌치킨-사동2호점,mi**님,4일 전,시그니처세트/1,역시 믿고 시키는 교촌사동2호점이네요. 항상 잘먹고있어요~!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/33e40166d74c79d07bcadd393830ba63_tn.jpg
4일 전,본오동,교촌치킨-사동2호점,do**님,4일 전,교촌반반콤보/1(사이드 메뉴(선택안함)),맛있게 잘먹었습니다 ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
4일 전,본오동,교촌치킨-사동2호점,w9**님,4일 전,허니오리지날＋퐁듀치즈볼[6개]/1,맛있어요! 잘 먹었습니다~ 담에 또 시킬게요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6e2909533e1bfe72ddc12dc9e89c387a_tn.jpg
4일 전,본오동,교촌치킨-사동2호점,hm**님,4일 전,교촌허니콤보/1,다른곳보다 치킨맛이 더 고소해요~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
5일 전,본오동,교촌치킨-사동2호점,wh**님,5일 전,발사믹치킨/1,맛잏었여요감사해요 ㅋ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
5일 전,본오동,교촌치킨-사동2호점,ra**님,5일 전,교촌허니오리지날/2,교촌이 원래 양이 이렇게 많나요? 3인 부족할까봐 2마리 시켰는데 엄청 많네여 ㅋㅋ 다른 지점보다 닭이 큰가;;;,5,5,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2ce4711661a92904e7cc5901f7dde3a8_tn.jpg
5일 전,본오동,교촌치킨-사동2호점,wl**님,5일 전,"교촌리얼후라이드/1,교촌레드콤보/1",맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/22f16829e0573f211e8d7ed47c6a1e8b_tn.jpg
5일 전,본오동,교촌치킨-사동2호점,ag**님,5일 전,교촌윙/1,맛있게  잘먹었습니다^^번창하세요,3,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
5일 전,본오동,교촌치킨-사동2호점,pi**님,5일 전,교촌오리지날/1(디핑소스 추가(레드디핑소스)),오늘은 감자 치킨 무까지 다 맛있었음!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/520ed45e0bd4899e504e0db606dc3070_tn.jpg
5일 전,본오동,교촌치킨-사동2호점,ha**님,5일 전,반반오리지날＋퐁듀치즈볼[6개]/1,너무 맛있어요 또 시킬게용,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b864b5aff8d965920a57f2910551bce2_tn.jpg
5일 전,본오동,교촌치킨-사동2호점,kj**님,5일 전,"시그니처순살세트/1(사이드 메뉴(칩카사바)),레드디핑소스/2",시그니처 순살세트 너무 맛있네요 ㅜㅜ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/94b2d7f338c4607b8456f0c5922b061d_tn.jpg
5일 전,본오동,교촌치킨-사동2호점,ar**님,5일 전,교촌허니순살[R]/1,"진짜 이 지점 교촌치킨은 믿고 먹습니다ㅠㅠ너무 맛있어요, 최고예요ㅠㅠㅠㅠㅠㅠ허니순살 제 최애픽💕",5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4a2cc90ea97efa4d4bad2fc81262f5dd_tn.jpg
6일 전,본오동,교촌치킨-사동2호점,ce**님,6일 전,레드오리지날＋퐁듀치즈볼[6개]/1,리뷰이벤트 웨지감자도 잘 먹고 치킨도 진짜 맛있게 잘 먹었어요!! 그리고 개인적인 평이지만 교촌 치즈볼이 제일 맛있습니다...,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/de8fefaca6e5b73cc1d4ddbb6e2c2874_tn.jpg
6일 전,본오동,교촌치킨-사동2호점,ra**님,6일 전,반반오리지날＋퐁듀치즈볼[6개]/1,맛있게 잘 먹었습니다^^!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/bbeb1dea617388adabd6b6ebb4a3e569_tn.jpg
6일 전,본오동,교촌치킨-사동2호점,js**님,6일 전,교촌허니콤보/1(사이드 메뉴(선택안함)),짱맛있었습니다!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/7dbf01fa42405d489c77e7304b078d2f_tn.jpg
6일 전,본오동,교촌치킨-사동2호점,tl**님,6일 전,시그니처순살세트/1(사이드 메뉴(교촌웨지감자（세트）)),배달도 빠르고 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/7f05a8b212a582a962e3d99b90391ac4_tn.jpg
일주일 전,본오동,교촌치킨-사동2호점,sh**님,일주일 전,"반반오리지날＋퐁듀치즈볼[6개]/1,교촌허니콤보/1",울아들이 젤 좋아하는 치킨~~맛은 다들 너무 잘 아시죠^^써비스로 감튀까지 ~~예상시간보다 훨 일찍 가져다 주시고 주소지 변경을 깜밖했는데도 기사분이 집주소 다시 확인하시고 친절하게 배달해주셔서 넘 감사하고 죄송했습니다^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/74531b3addff79d283bbcda623fc2eba_tn.jpg
일주일 전,본오동,교촌치킨-사동2호점,si**님,일주일 전,반반오리지날＋퐁듀치즈볼[6개]/1,맛있게  잘  먹었어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9401476e37a4a9a33a0a3f68a7fad015_tn.jpg
일주일 전,본오동,교촌치킨-사동2호점,pi**님,일주일 전,교촌허니오리지날/1(디핑소스 추가(레드디핑소스)),감자도 치킨도 이상할정도로 맛있었음. 내일 또먹어얄듯,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/12435369a73ccb8dd41ab5714ef45276_tn.jpg
2021년 10월 25일,본오동,교촌치킨-사동2호점,rl**님,2021년 10월 25일,허니오리지날＋퐁듀치즈볼[6개]/1,역시 치킨은 교촌허니지요~~맛있게잘먹었습니다~~~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/7177b759f59e28bffd096fb5455d8160_tn.jpg
2021년 10월 25일,본오동,교촌치킨-사동2호점,se**님,2021년 10월 25일,"교촌콤보/1(사이드 메뉴(교촌웨지감자（세트）)),교촌웨지감자/1",맛있게 먹었습니다~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/13751d1164604da10c7838dc8d8606d7_tn.jpg
2021년 10월 25일,본오동,교촌치킨-사동2호점,no**님,2021년 10월 25일,"교촌오리지날/1,교촌레드오리지날/1",맛있어요! 콜라 웨지감자하나씩 서비스주시는 사장님 센스 감사합니다~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8fab87c694d25eeac3dbbb47a3195068_tn.jpg
2021년 10월 24일,본오동,교촌치킨-사동2호점,s3**님,2021년 10월 24일,교촌반반윙/1,맛있게 잘 먹었습니다 써비스 감자도 감사합니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ef928aae2bba5e958e76e6bed05beb86_tn.jpg
2021년 10월 24일,본오동,교촌치킨-사동2호점,mi**님,2021년 10월 24일,교촌반반콤보/1,맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 24일,본오동,교촌치킨-사동2호점,js**님,2021년 10월 24일,교촌콤보/1,배달도 빠르고 맛있어요!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/96bd53b2b63b147d0f008536799d049c_tn.jpg
2021년 10월 23일,본오동,교촌치킨-사동2호점,ay**님,2021년 10월 23일,교촌반반오리지날/1,배달도 빠르고 맛도 있어요강추에요~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ef8503757a5f4f1eb733aad1ddfc185b_tn.jpg
2021년 10월 21일,본오동,교촌치킨-사동2호점,01**님,2021년 10월 21일,교촌반반콤보/1,교촌은언제나똑같아요^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ad7064b164b49dc8546ed167969abfdd_tn.jpg
2021년 10월 21일,본오동,교촌치킨-사동2호점,he**님,2021년 10월 21일,교촌레드오리지날/1,부드럽게 잘 튀겨서 넘 맛있었네요웨지감자도요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4f8a17b0271f747f845991ddbfce65a4_tn.jpg
2021년 10월 21일,본오동,교촌치킨-사동2호점,gk**님,2021년 10월 21일,"교촌레드오리지날/1,콜라（1.25L）사이즈업/1",좋아요 3대치킨 교촌,5,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 19일,본오동,교촌치킨-사동2호점,jd**님,2021년 10월 19일,교촌허니콤보/1(사이드 메뉴(선택안함)),허니콤보는 역시 맛있어요.리뷰이벤트로 주신 웨지감자도 맛있게 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d5159b9b7a6fe06f789db738fb0fab3b_tn.jpg
2021년 10월 19일,본오동,교촌치킨-사동2호점,ha**님,2021년 10월 19일,교촌윙/1,잘먹었어요......,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1d533414e2f3ed7aab827989440f48f5_tn.jpg
2021년 10월 19일,본오동,교촌치킨-사동2호점,ha**님,2021년 10월 19일,교촌레드윙/1,잘먹었어요......,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d24b98c38e815e8a16d65e3e72af689d_tn.jpg
2021년 10월 18일,본오동,교촌치킨-사동2호점,z3**님,2021년 10월 18일,교촌윙/1,넘 맛있게 잘먹어쎠요,5,3,3,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 17일,본오동,교촌치킨-사동2호점,a8**님,2021년 10월 17일,교촌레드오리지날/1(사이드 메뉴(교촌닭갈비볶음밥（매운맛）)),치킨을자주먹는데 레드치킨이젤맛나네요^^♡,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c3687544740f777d25f6e2931e917c05_tn.jpg
2021년 10월 17일,본오동,교촌치킨-사동2호점,bo**님,2021년 10월 17일,"교촌레드윙/1(사이드 메뉴(교촌허니순살[S])),교촌무우/1",늘시키던 레드윙 맛있어용,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 16일,본오동,교촌치킨-사동2호점,bb**님,2021년 10월 16일,"교촌허니오리지날/1(사이드 메뉴(교촌퐁듀치즈볼),디핑소스 추가(교촌무우))",맛있게 잘먹었습니다 번창하세요^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 15일,본오동,교촌치킨-사동2호점,pi**님,2021년 10월 15일,교촌허니콤보/1,달콤 바삭하니 맛있어요 👍치밥하기 좋은 메뉴인것 같아요 😊,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/322b04a8131f716936f672c41de74e08_tn.jpg
2021년 10월 13일,본오동,교촌치킨-사동2호점,lm**님,2021년 10월 13일,"교촌허니콤보/1(사이드 메뉴(교촌웨지감자（세트）)),교촌웨지감자/1",맛 적당합니다...,3,5,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 13일,본오동,교촌치킨-사동2호점,kk**님,2021년 10월 13일,교촌허니콤보/1,늘 맛있어요~느낌인지..  양이 좀 줄은것같은.. 담엔 그람수 달아봐야겠어요..^^;;;,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 13일,본오동,교촌치킨-사동2호점,ye**님,2021년 10월 13일,교촌허니콤보/1,맛있어요 제가 먹어본 교촌치킨중에 제일 맛있는 지점이네요 잘먹었어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/16d3cf8177226c5e3bfb74af305f1ff4_tn.jpg
2021년 10월 12일,본오동,교촌치킨-사동2호점,js**님,2021년 10월 12일,교촌콤보/1,배달예상시간보다 더 빨리왔고역시 교촌 맛있네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/95f4946e0fb7b9117962df45d6ae80ce_tn.jpg
2021년 10월 11일,본오동,교촌치킨-사동2호점,jh**님,2021년 10월 11일,교촌허니콤보/1(사이드 메뉴(선택안함)),서비스 웨지감자랑 허니콤보 잘 먹었습니다!많이 파세요!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 10일,본오동,교촌치킨-사동2호점,fh**님,2021년 10월 10일,교촌윙/1,항상 최고 더말할게있나요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 10일,본오동,교촌치킨-사동2호점,fh**님,2021년 10월 10일,"교촌오리지날/1,교촌윙/1",그냥최고에요 깨끗하고   맛도최고아들이 요기많좋아해서,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 10일,본오동,교촌치킨-사동2호점,su**님,2021년 10월 10일,교촌허니콤보/1(디핑소스 추가(레드디핑소스)),"비 오는 날이라 배달이 예상시간보다 늦은건 이해할 수 있습니다다만, 치킨이 식어서 왔네요ㅠ",5,4,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6dee77162e4d0f61013af53894abcc61_tn.jpg
2021년 10월 9일,본오동,교촌치킨-사동2호점,da**님,2021년 10월 9일,교촌허니콤보/1,양도푸짐하고 넘 맛있네요. 항상 교촌 허니콤보만 시켜먹어요  애들이 너무좋아하네요. 강추!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6e54e5292c0de7de449916d4c4f93c43_tn.jpg
2021년 10월 9일,본오동,교촌치킨-사동2호점,fi**님,2021년 10월 9일,교촌반반콤보/1,감사합니다 잘먹었어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e80471353e50d9c64f305936801c8558_tn.jpg
2021년 10월 8일,본오동,교촌치킨-사동2호점,ne**님,2021년 10월 8일,교촌허니콤보/1,역시 교촌입니다 너무 맛있어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 7일,본오동,교촌치킨-사동2호점,be**님,2021년 10월 7일,교촌레드오리지날/1,나중에보니 이벤트있었네요ㅜ 아쉬워요근데 지나치게오래걸렿네요ㅜ 아사할뻔. ㅠㅠ,3,3,1,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 7일,본오동,교촌치킨-사동2호점,mm**님,2021년 10월 7일,교촌허니콤보/1,맛나게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 6일,본오동,교촌치킨-사동2호점,si**님,2021년 10월 6일,교촌콤보/1(사이드 메뉴(선택안함)),역시 교촌입니당! 맛있어요!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/55538ed55cdbb533dcd7a3c1b0d437ae_tn.jpg
2021년 10월 5일,본오동,교촌치킨-사동2호점,db**님,2021년 10월 5일,교촌레드콤보/2,맛있어용~~~~~~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 3일,본오동,교촌치킨-사동2호점,fa**님,2021년 10월 3일,교촌레허반반순살/1(사이드 메뉴(선택안함)),으으 맛있게 몇개먹는데 치킨에서 저게나왔어요..모기?같은게 죽어서 붙어있어서 먹다가 다버렸어요..,1,1,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/26da3eb7e6f17eb11c8b495076a14c70_tn.jpg
2021년 10월 3일,본오동,교촌치킨-사동2호점,bo**님,2021년 10월 3일,"교촌레드윙/1,교촌무우/2",늘먹던건데 맛있어요 근데 리뷰달면 뭘준다는거죠?,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 2일,본오동,교촌치킨-사동2호점,lo**님,2021년 10월 2일,"교촌콤보/1,생맥주（1000cc）/2",맛난 닭.. 고소함 닭 . 말더 .,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 2일,본오동,교촌치킨-사동2호점,so**님,2021년 10월 2일,교촌레드윙/1(사이드 메뉴(선택안함)),서비스로 주신 웨지감자까지 맛있게 잘 먹었습니다,5,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/3033ee956593ad7c952ad161ec75b69b_tn.jpg
2021년 9월 30일,본오동,교촌치킨-사동2호점,hy**님,2021년 9월 30일,"교촌허니콤보/1,콜라（1.25L）사이즈업/1",맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/0cad9a90870f2ca99a6576b5cea539b7_tn.jpg
2021년 9월 29일,본오동,교촌치킨-사동2호점,ro**님,2021년 9월 29일,"교촌콤보/1(사이드 메뉴(교촌웨지감자（세트）)),콜라（1.25L）사이즈업/1",순식간에 사라지는 치킨이 아쉬울 정도로 맛있게 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/83517edb8e70090be7b6fdf2c0e457e8_tn.jpg
2021년 9월 29일,본오동,교촌치킨-사동2호점,ke**님,2021년 9월 29일,교촌레드콤보/1,소스맛과바삭하해서 넘 맛잇어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 29일,본오동,교촌치킨-사동2호점,du**님,2021년 9월 29일,교촌반반윙/1,항상 맛있네요 마니파세요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8ec179c3bffa7437c13f6249380fa008_tn.jpg
2021년 9월 26일,본오동,교촌치킨-사동2호점,rk**님,2021년 9월 26일,교촌스틱/1,배달도빨랐어요치킨을뜯으며 어머니가말씀하시길 이집은 장사가 잘되나봐 그러시길래 기름쩐맛이나나 햇더니 배달이 늦게왓다고...배가많이 고프셨나봐요 ㅎㅎ...예상시간보다 일찍온건데...일요일이라서 그랫나봐요 하고 넘겻어요...맛잇다며 잘드시네요^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/5b2d57beffe6fa1329feb72112939654_tn.jpg
2021년 9월 25일,본오동,교촌치킨-사동2호점,ly**님,2021년 9월 25일,"교촌반반윙/1,교촌허니머스타드소스/1",오랜만에 먹었는데 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/25a7fd9c553fa7279d3e42575b342c30_tn.jpg
2021년 9월 23일,본오동,교촌치킨-사동2호점,jl**님,2021년 9월 23일,"교촌허니콤보/1,교촌웨지감자/1",오랜만에 시켜먹었는데 닭비린내가 어떤 조각에서 너무 심하게 나네요.,2,4,1,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 21일,본오동,교촌치킨-사동2호점,xo**님,2021년 9월 21일,교촌허니순살[R]/1(사이드 메뉴(교촌레드순살[S])),주변 교촌 중에서는 이곳이 제일 맛있습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 20일,본오동,교촌치킨-사동2호점,oa**님,2021년 9월 20일,교촌허니콤보/1,맛있게 잘 먹었습니다감사합니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1c0d14fcc731459c38e57858d23ee145_tn.jpg
2021년 9월 18일,본오동,교촌치킨-사동2호점,sj**님,2021년 9월 18일,"교촌허니콤보/1(사이드 메뉴(교촌웨지감자（세트）)),콜라（1.25L）사이즈업/1",잘 먹었습니다~~~~,5,5,1,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 17일,본오동,교촌치킨-사동2호점,ak**님,2021년 9월 17일,교촌허니콤보/1,배달 1시간 20분 걸렸어요. 예상시간은 한시간 이었습니다,4,4,1,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/559bad6f5002fa2e9398f54b54f24db1_tn.jpg
2021년 9월 17일,본오동,교촌치킨-사동2호점,ko**님,2021년 9월 17일,교촌허니콤보/1(사이드 메뉴(선택안함)),리뷰이벤트 웨지감자 감사합니다.코카콜라도 굳굳,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6aa20f66deb04f8e24cb53c9b6790e23_tn.jpg
2021년 9월 14일,본오동,교촌치킨-사동2호점,ka**님,2021년 9월 14일,"교촌콤보/1,교촌레드콤보/1",진짜 오랜만에 시켜먹었는데 맛있어요! 역시 교촌은 간장과 레드 조합이 최고 웨지감자도 존맛탱 ! 배달도 빠르게 해주셔서 감사합니다 오랜만에 시켜먹는데 기분 좋게 먹었습니당 !,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a78e8d224bca2bf8bd6d28544e6c3c2d_tn.jpg
2021년 9월 14일,본오동,교촌치킨-사동2호점,hy**님,2021년 9월 14일,교촌허니콤보/1,맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ea820474ee366c4b707c8f150dadbff1_tn.jpg
2021년 9월 13일,본오동,교촌치킨-사동2호점,au**님,2021년 9월 13일,교촌레드콤보/1,레드콤보 맛있게 잘 먹었습니다!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c39eeb8f04e4d2c74ddf29c6e62c4545_tn.jpg
2021년 9월 12일,본오동,교촌치킨-사동2호점,pi**님,2021년 9월 12일,"교촌반반순살[R]/1(사이드 메뉴(선택안함),디핑소스 추가(레드디핑소스))",양 많고 맛있어요^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 10일,본오동,교촌치킨-사동2호점,wu**님,2021년 9월 10일,교촌허니오리지날/1,언제먹어도 변함없는 맛 최고입니다 !!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 9일,본오동,교촌치킨-사동2호점,ha**님,2021년 9월 9일,"교촌리얼후라이드/1,교촌허니콤보/1",배달 계산에 좀 문제가 있었지만 치킨은 맛있게 잘 먹었습니다~,5,5,3,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/48bddf596cf2d4f81094706962e9a6b2_tn.jpg
